Chidamber-Kemerer metrics,Wed, 1 May 2024 02:22:47 GMT-05:00
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.apache.pdfbox.preflight.process.reflect.ShadingPatternValidationProcess,15,2,1,0,19,6
org.apache.pdfbox.preflight.process.reflect.SinglePageValidationProcess,25,2,1,0,39,19
org.apache.pdfbox.preflight.process.reflect.TilingPatternValidationProcess,15,2,1,0,18,8
org.apache.pdfbox.preflight.utils.ByteArrayDataSource,1,1,3,0,12,7
org.apache.pdfbox.preflight.utils.COSUtils,39,1,1,0,32,42
org.apache.pdfbox.preflight.utils.ContextHelper,26,1,1,0,21,14
org.apache.pdfbox.preflight.utils.FilterHelper,7,1,1,0,11,8
org.apache.pdfbox.preflight.utils.RenderingIntents,3,1,1,0,6,2
org.apache.pdfbox.preflight.utils.TestCOSUtils,12,1,4,0,37,10
org.apache.pdfbox.preflight.utils.TestCOSUtils.IOCOSDocument,5,3,2,0,9,4
org.apache.pdfbox.preflight.xobject.AbstractXObjValidator,14,1,1,3,19,11
org.apache.pdfbox.preflight.xobject.XObjFormValidator,18,2,1,0,29,16
org.apache.pdfbox.preflight.xobject.XObjImageValidator,19,2,1,0,26,17
org.apache.pdfbox.preflight.xobject.XObjPostscriptValidator,5,2,1,0,4,2
org.apache.pdfbox.preflight.xobject.XObjectValidator,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.printing.Orientation,3,n/a,2,n/a,2,0
org.apache.pdfbox.printing.PDFPageable,9,2,1,0,29,18
org.apache.pdfbox.printing.PDFPrintable,9,1,2,0,52,23
org.apache.pdfbox.printing.Scaling,2,n/a,2,n/a,2,0
org.apache.pdfbox.rendering.CIDType0Glyph2D,5,1,1,0,17,5
org.apache.pdfbox.rendering.Glyph2D,n/a,n/a,n/a,n/a,2,n/a
org.apache.pdfbox.rendering.GroupGraphics,1,3,1,0,156,87
org.apache.pdfbox.rendering.ImageType,4,n/a,3,n/a,3,5
org.apache.pdfbox.rendering.PDFRenderer,42,1,3,1,86,61
org.apache.pdfbox.rendering.PageDrawer,64,3,3,1,318,204
org.apache.pdfbox.rendering.PageDrawer.TransparencyGroup,16,1,5,0,72,18
org.apache.pdfbox.rendering.PageDrawerParameters,6,1,6,0,7,7
org.apache.pdfbox.rendering.RenderDestination,6,n/a,2,n/a,2,0
org.apache.pdfbox.rendering.SoftMask,5,1,2,0,12,5
org.apache.pdfbox.rendering.SoftMask.SoftPaintContext,2,1,1,0,22,10
org.apache.pdfbox.rendering.TTFGlyph2D,11,1,1,0,32,16
org.apache.pdfbox.rendering.TestPDFToImage,11,1,1,0,55,32
org.apache.pdfbox.rendering.TestRendering,3,1,1,0,13,5
org.apache.pdfbox.rendering.TilingPaint,9,1,2,0,53,13
org.apache.pdfbox.rendering.TilingPaintFactory,8,1,1,0,11,4
org.apache.pdfbox.rendering.TilingPaintFactory.TilingPaintParameter,5,1,0,0,14,19
org.apache.pdfbox.rendering.Type1Glyph2D,6,1,1,0,24,14
org.apache.pdfbox.text.BidiTest,4,1,1,0,40,29
org.apache.pdfbox.text.LegacyPDFStreamEngine,46,2,1,2,63,23
org.apache.pdfbox.text.PDFMarkedContentExtractor,12,3,1,0,37,24
org.apache.pdfbox.text.PDFTextStripper,37,3,1,9,227,189
org.apache.pdfbox.text.PDFTextStripper.LineItem,2,1,2,0,5,5
org.apache.pdfbox.text.PDFTextStripper.PositionWrapper,2,1,6,0,12,12
org.apache.pdfbox.text.PDFTextStripper.WordWithTextPositions,2,1,2,0,3,3
org.apache.pdfbox.text.PDFTextStripperByArea,5,4,2,0,34,14
org.apache.pdfbox.text.TestTextStripper,12,3,4,0,97,46
org.apache.pdfbox.text.TestTextStripper.PDFTabulaTextStripper,8,4,1,0,13,7
org.apache.pdfbox.text.TextPosition,21,1,9,0,74,88
org.apache.pdfbox.text.TextPositionComparator,2,1,1,0,7,4
org.apache.pdfbox.tools.AngleCollector,3,4,1,0,6,3
org.apache.pdfbox.tools.DecompressObjectstreams,9,1,1,0,23,8
org.apache.pdfbox.tools.Decrypt,5,1,1,0,20,22
org.apache.pdfbox.tools.Encrypt,8,1,1,0,39,27
org.apache.pdfbox.tools.ExportFDF,5,1,1,0,19,12
org.apache.pdfbox.tools.ExportXFDF,5,1,1,0,19,12
org.apache.pdfbox.tools.ExtractImages,8,1,1,0,24,19
org.apache.pdfbox.tools.ExtractImages.ImageGraphicsEngine,27,3,11,0,72,50
org.apache.pdfbox.tools.ExtractText,28,1,2,0,73,47
org.apache.pdfbox.tools.FilteredTextStripper,3,4,1,0,4,3
org.apache.pdfbox.tools.ImageToPDF,7,1,1,0,38,32
org.apache.pdfbox.tools.ImportFDF,6,1,1,0,21,11
org.apache.pdfbox.tools.ImportXFDF,6,1,2,0,22,10
org.apache.pdfbox.tools.NullWriter,1,2,3,0,3,3
org.apache.pdfbox.tools.OverlayPDF,5,1,1,0,31,18
org.apache.pdfbox.tools.PDFBox,15,1,1,0,22,18
org.apache.pdfbox.tools.PDFMerger,4,1,1,0,12,6
org.apache.pdfbox.tools.PDFSplit,6,1,1,0,28,29
org.apache.pdfbox.tools.PDFText2HTML,7,4,6,0,41,26
org.apache.pdfbox.tools.PDFText2HTML.FontState,4,1,1,0,38,24
org.apache.pdfbox.tools.PDFToImage,10,1,1,0,43,43
org.apache.pdfbox.tools.PrintPDF,6,1,1,0,31,26
org.apache.pdfbox.tools.TestExtractText,1,3,1,0,8,1
org.apache.pdfbox.tools.TestPDFText2HTML,8,3,1,0,26,3
org.apache.pdfbox.tools.TestTextToPdf,4,3,6,0,32,7
org.apache.pdfbox.tools.TextToPDF,12,1,1,0,64,52
org.apache.pdfbox.tools.Version,3,1,1,0,9,6
org.apache.pdfbox.tools.WriteDecodedDoc,10,1,1,0,35,17
org.apache.pdfbox.tools.imageio.ImageIOUtil,6,1,1,0,70,33
org.apache.pdfbox.tools.imageio.JPEGUtil,2,1,1,0,14,8
org.apache.pdfbox.tools.imageio.MetaUtil,3,1,1,0,15,3
org.apache.pdfbox.tools.imageio.TIFFUtil,2,1,1,0,25,11
org.apache.pdfbox.tools.imageio.TestImageIOUtils,13,3,1,0,87,30
org.apache.pdfbox.util.Charsets,24,1,0,0,2,1
org.apache.pdfbox.util.DateConverter,6,1,1,0,54,51
org.apache.pdfbox.util.Hex,16,1,2,0,34,19
org.apache.pdfbox.util.IterativeMergeSort,3,1,1,0,12,14
org.apache.pdfbox.util.Matrix,93,1,3,0,78,59
org.apache.pdfbox.util.MatrixTest,5,1,11,0,49,23
org.apache.pdfbox.util.NumberFormatUtil,4,1,1,0,7,14
org.apache.pdfbox.util.SmallMap,3,1,1,0,31,42
org.apache.pdfbox.util.SmallMap.SmallMapEntry,1,1,1,0,9,8
org.apache.pdfbox.util.TestDateUtil,2,3,6,0,45,17
org.apache.pdfbox.util.TestHexUtil,3,3,5,0,21,6
org.apache.pdfbox.util.TestNumberFormatUtil,3,3,4,0,34,14
org.apache.pdfbox.util.TestSort,2,3,1,0,10,5
org.apache.pdfbox.util.Vector,13,1,1,0,5,5
org.apache.pdfbox.util.Version,3,1,1,0,8,2
org.apache.pdfbox.util.XMLUtil,6,1,2,0,22,6
org.apache.pdfbox.util.filetypedetector.ByteTrie,2,1,1,0,9,10
org.apache.pdfbox.util.filetypedetector.ByteTrie.ByteTrieNode,1,1,1,0,4,3
org.apache.pdfbox.util.filetypedetector.FileType,3,n/a,2,n/a,2,0
org.apache.pdfbox.util.filetypedetector.FileTypeDetector,5,1,1,0,13,5
org.apache.wink.client.MockHttpServer,3,2,9,0,47,28
org.apache.wink.client.MockHttpServer.HttpProcessor,4,1,1,0,65,43
org.apache.wink.client.MockHttpServer.MockHttpServerResponse,3,1,5,0,17,12
org.apache.xmpbox.DateConverter,6,1,1,0,48,42
org.apache.xmpbox.DateConverterTest,1,1,2,0,11,2
org.apache.xmpbox.DoubleSameTypeSchemaTest,4,1,1,0,23,3
org.apache.xmpbox.SaveMetadataHelperTest,3,1,2,0,11,2
org.apache.xmpbox.TestValidatePermitedMetadata,6,1,2,0,33,9
org.apache.xmpbox.TestXMPWithDefinedSchemas,2,1,2,0,9,3
org.apache.xmpbox.XMPMetaDataTest,9,1,4,0,42,6
org.apache.xmpbox.XMPMetadata,100,1,9,0,62,43
org.apache.xmpbox.XmpConstants,8,1,0,0,1,1
org.apache.xmpbox.parser.DeserializationTest,12,1,16,0,53,20
org.apache.xmpbox.parser.PropMappingTest,1,1,1,0,2,1
org.apache.xmpbox.schema.AbstractSchemaTester,15,2,1,2,63,33
org.apache.xmpbox.schema.AbstractXMPSchemaTest,20,1,1,5,80,75
org.apache.xmpbox.schema.AdobePDFErrorsTest,6,1,1,0,23,4
org.apache.xmpbox.schema.AdobePDFSchema,18,5,6,0,20,20
org.apache.xmpbox.schema.AdobePDFTest,9,2,2,0,26,5
org.apache.xmpbox.schema.BasicJobTicketSchemaTest,6,1,1,0,26,5
org.apache.xmpbox.schema.DublinCoreSchema,24,5,19,0,86,72
org.apache.xmpbox.schema.DublinCoreTest,5,3,3,0,9,4
org.apache.xmpbox.schema.ExifSchema,8,5,1,0,11,6
org.apache.xmpbox.schema.PDFAExtensionSchema,8,5,1,0,6,3
org.apache.xmpbox.schema.PDFAIdentificationOthersTest,5,1,1,0,20,4
org.apache.xmpbox.schema.PDFAIdentificationSchema,19,5,6,0,30,30
org.apache.xmpbox.schema.PDFAIdentificationTest,5,2,2,0,9,3
org.apache.xmpbox.schema.PhotoshopSchema,18,5,20,0,102,102
org.apache.xmpbox.schema.PhotoshopSchemaTest,5,3,3,0,9,4
org.apache.xmpbox.schema.TestExifXmp,10,1,2,0,25,2
org.apache.xmpbox.schema.TiffSchema,10,5,3,0,24,16
org.apache.xmpbox.schema.XMPBasicJobTicketSchema,13,5,1,0,27,11
org.apache.xmpbox.schema.XMPBasicSchema,28,5,12,0,74,61
org.apache.xmpbox.schema.XMPBasicTest,6,2,2,0,11,3
org.apache.xmpbox.schema.XMPMediaManagementSchema,16,5,19,0,74,75
org.apache.xmpbox.schema.XMPMediaManagementTest,6,2,2,0,10,3
org.apache.xmpbox.schema.XMPRightsManagementSchema,12,5,5,0,37,28
org.apache.xmpbox.schema.XMPSchema,42,4,7,12,110,145
org.apache.xmpbox.schema.XMPSchemaFactory,9,1,2,0,11,7
org.apache.xmpbox.schema.XMPSchemaTest,17,1,1,0,95,13
org.apache.xmpbox.schema.XMPageTextSchema,4,5,0,0,4,2
org.apache.xmpbox.schema.XmpRightsSchemaTest,6,2,2,0,12,3
org.apache.xmpbox.schema.XmpSchemaException,4,3,0,0,4,2
org.apache.xmpbox.type.AbstractComplexProperty,39,2,2,2,24,14
org.apache.xmpbox.type.AbstractField,30,1,5,2,19,9
org.apache.xmpbox.type.AbstractSimpleProperty,19,2,6,5,11,5
org.apache.xmpbox.type.AbstractStructuredType,53,3,4,18,29,19
org.apache.xmpbox.type.AbstractStructuredTypeTester,14,2,2,6,38,17
org.apache.xmpbox.type.AbstractTypeTester,8,1,4,2,28,18
org.apache.xmpbox.type.AgentNameType,9,4,0,0,2,1
org.apache.xmpbox.type.ArrayProperty,27,3,4,0,13,6
org.apache.xmpbox.type.Attribute,10,1,3,0,8,8
org.apache.xmpbox.type.AttributeTest,1,1,2,0,10,2
org.apache.xmpbox.type.BadFieldValueException,14,3,0,0,4,2
org.apache.xmpbox.type.BooleanType,10,3,1,0,10,9
org.apache.xmpbox.type.CFAPatternType,4,4,0,0,2,1
org.apache.xmpbox.type.Cardinality,40,n/a,3,n/a,4,2
org.apache.xmpbox.type.ChoiceType,8,4,0,0,2,1
org.apache.xmpbox.type.ComplexPropertyContainer,12,1,1,0,20,24
org.apache.xmpbox.type.DateType,14,3,1,0,13,12
org.apache.xmpbox.type.DefinedStructuredType,5,4,1,0,8,4
org.apache.xmpbox.type.DeviceSettingsType,4,4,0,0,2,1
org.apache.xmpbox.type.DimensionsType,3,4,0,0,2,1
org.apache.xmpbox.type.FlashType,3,4,0,0,2,1
org.apache.xmpbox.type.GPSCoordinateType,2,4,0,0,2,1
org.apache.xmpbox.type.GUIDType,5,4,0,0,2,1
org.apache.xmpbox.type.IntegerType,15,3,1,0,8,6
org.apache.xmpbox.type.JobType,8,4,3,0,14,8
org.apache.xmpbox.type.LayerType,11,4,2,0,12,7
org.apache.xmpbox.type.LocaleType,5,4,0,0,2,1
org.apache.xmpbox.type.MIMEType,6,4,0,0,2,1
org.apache.xmpbox.type.OECFType,5,4,0,0,2,1
org.apache.xmpbox.type.PDFAFieldType,7,4,3,0,7,7
org.apache.xmpbox.type.PDFAPropertyType,8,4,4,0,8,9
org.apache.xmpbox.type.PDFASchemaType,9,4,4,0,9,7
org.apache.xmpbox.type.PDFATypeType,9,4,5,0,10,10
org.apache.xmpbox.type.PartType,6,4,0,0,2,1
org.apache.xmpbox.type.ProperNameType,7,4,0,0,2,1
org.apache.xmpbox.type.PropertiesDescription,6,1,1,0,9,4
org.apache.xmpbox.type.PropertyType,n/a,n/a,n/a,n/a,2,n/a
org.apache.xmpbox.type.RationalType,3,4,0,0,2,1
org.apache.xmpbox.type.RealType,5,3,1,0,8,6
org.apache.xmpbox.type.RenditionClassType,7,4,0,0,2,1
org.apache.xmpbox.type.ResourceEventType,7,4,6,0,20,13
org.apache.xmpbox.type.ResourceRefType,17,4,16,0,48,51
org.apache.xmpbox.type.StructuredType,n/a,n/a,n/a,n/a,2,n/a
org.apache.xmpbox.type.TestAbstractStructuredType,4,1,1,0,18,6
org.apache.xmpbox.type.TestAbstractStructuredType.MyStructuredType,5,4,0,0,2,1
org.apache.xmpbox.type.TestDerivedType,14,1,2,0,16,5
org.apache.xmpbox.type.TestJobType,4,3,3,0,9,4
org.apache.xmpbox.type.TestLayerType,4,3,3,0,9,4
org.apache.xmpbox.type.TestResourceEventType,4,3,3,0,9,4
org.apache.xmpbox.type.TestResourceRefType,4,3,3,0,9,4
org.apache.xmpbox.type.TestSimpleMetadataProperties,10,1,2,0,50,11
org.apache.xmpbox.type.TestThumbnailType,4,3,3,0,9,4
org.apache.xmpbox.type.TestVersionType,4,3,3,0,9,4
org.apache.xmpbox.type.TextType,43,3,1,13,6,5
org.apache.xmpbox.type.ThumbnailType,16,4,4,0,16,13
org.apache.xmpbox.type.TypeMapping,54,1,1,0,88,50
org.apache.xmpbox.type.Types,68,n/a,6,n/a,9,7
org.apache.xmpbox.type.URIType,11,4,0,0,2,1
org.apache.xmpbox.type.URLType,9,4,0,0,2,1
org.apache.xmpbox.type.VersionType,7,4,6,0,20,11
org.apache.xmpbox.type.XPathType,5,4,0,0,2,1
org.apache.xmpbox.xml.DomHelper,4,1,6,0,20,14
org.apache.xmpbox.xml.DomXmpParser,35,1,1,0,124,110
org.apache.xmpbox.xml.DomXmpParser.NamespaceFinder,1,1,1,0,16,7
org.apache.xmpbox.xml.PdfaExtensionHelper,22,1,2,0,66,43
org.apache.xmpbox.xml.XmpParsingException,9,3,1,0,5,3
org.apache.xmpbox.xml.XmpParsingException.ErrorType,7,n/a,2,n/a,2,0
org.apache.xmpbox.xml.XmpSerializationException,1,3,0,0,4,2
org.apache.xmpbox.xml.XmpSerializer,15,1,1,0,54,27

