,Class,DIT,LCOM,RFC,WMC,Version
66,org.apache.fontbox.encoding.Encoding,1.0,1.0,8,5.0,2.0.26
67,org.apache.fontbox.encoding.MacRomanEncoding,2.0,0.0,3,2.0,2.0.26
68,org.apache.fontbox.encoding.StandardEncoding,2.0,0.0,3,2.0,2.0.26
69,org.apache.fontbox.pfb.PfbParser,1.0,2.0,25,21.0,2.0.26
70,org.apache.fontbox.pfb.PfbParserTest,1.0,2.0,28,3.0,2.0.26
71,org.apache.fontbox.ttf.BufferedRandomAccessFile,2.0,1.0,14,16.0,2.0.26
72,org.apache.fontbox.ttf.BufferedRandomAccessFileTest,1.0,2.0,19,3.0,2.0.26
73,org.apache.fontbox.ttf.CFFTable,2.0,1.0,9,3.0,2.0.26
74,org.apache.fontbox.ttf.CFFTable.CFFBytesource,1.0,1.0,5,2.0,2.0.26
75,org.apache.fontbox.ttf.CmapSubtable,1.0,1.0,56,88.0,2.0.26
76,org.apache.fontbox.ttf.CmapSubtable.SubHeader,1.0,4.0,5,5.0,2.0.26
77,org.apache.fontbox.ttf.CmapTable,2.0,1.0,12,9.0,2.0.26
78,org.apache.fontbox.ttf.DigitalSignatureTable,2.0,0.0,2,1.0,2.0.26
79,org.apache.fontbox.ttf.GlyfCompositeComp,1.0,10.0,21,22.0,2.0.26
80,org.apache.fontbox.ttf.GlyfCompositeDescript,2.0,2.0,45,35.0,2.0.26
81,org.apache.fontbox.ttf.GlyfDescript,1.0,3.0,6,5.0,2.0.26
82,org.apache.fontbox.ttf.GlyfSimpleDescript,2.0,4.0,18,24.0,2.0.26
83,org.apache.fontbox.ttf.GlyphData,1.0,1.0,20,13.0,2.0.26
84,org.apache.fontbox.ttf.GlyphRenderer,1.0,1.0,30,23.0,2.0.26
85,org.apache.fontbox.ttf.GlyphRenderer.Point,1.0,0.0,4,5.0,2.0.26
86,org.apache.fontbox.ttf.GlyphSubstitutionTable,2.0,1.0,60,81.0,2.0.26
87,org.apache.fontbox.ttf.GlyphSubstitutionTable.CoverageTable,1.0,1.0,1,0.0,2.0.26
88,org.apache.fontbox.ttf.GlyphSubstitutionTable.CoverageTableFormat1,2.0,1.0,5,2.0,2.0.26
89,org.apache.fontbox.ttf.GlyphSubstitutionTable.CoverageTableFormat2,2.0,1.0,3,4.0,2.0.26
90,org.apache.fontbox.ttf.GlyphSubstitutionTable.FeatureRecord,1.0,0.0,2,1.0,2.0.26
91,org.apache.fontbox.ttf.GlyphSubstitutionTable.FeatureTable,1.0,0.0,2,1.0,2.0.26
92,org.apache.fontbox.ttf.GlyphSubstitutionTable.LangSysRecord,1.0,0.0,2,1.0,2.0.26
93,org.apache.fontbox.ttf.GlyphSubstitutionTable.LangSysTable,1.0,0.0,2,1.0,2.0.26
94,org.apache.fontbox.ttf.GlyphSubstitutionTable.LookupSubTable,1.0,1.0,1,0.0,2.0.26
95,org.apache.fontbox.ttf.GlyphSubstitutionTable.LookupTable,1.0,0.0,2,1.0,2.0.26
96,org.apache.fontbox.ttf.GlyphSubstitutionTable.LookupTypeSingleSubstFormat1,2.0,1.0,3,3.0,2.0.26
97,org.apache.fontbox.ttf.GlyphSubstitutionTable.LookupTypeSingleSubstFormat2,2.0,1.0,4,3.0,2.0.26
98,org.apache.fontbox.ttf.GlyphSubstitutionTable.RangeRecord,1.0,0.0,2,1.0,2.0.26
99,org.apache.fontbox.ttf.GlyphSubstitutionTable.ScriptRecord,1.0,0.0,2,1.0,2.0.26
100,org.apache.fontbox.ttf.GlyphSubstitutionTable.ScriptTable,1.0,0.0,3,1.0,2.0.26
101,org.apache.fontbox.ttf.GlyphTable,2.0,1.0,20,19.0,2.0.26
102,org.apache.fontbox.ttf.HeaderTable,2.0,1.0,42,36.0,2.0.26
103,org.apache.fontbox.ttf.HorizontalHeaderTable,2.0,1.0,40,36.0,2.0.26
104,org.apache.fontbox.ttf.HorizontalMetricsTable,2.0,1.0,12,14.0,2.0.26
105,org.apache.fontbox.ttf.IndexToLocationTable,2.0,1.0,11,8.0,2.0.26
106,org.apache.fontbox.ttf.KerningSubtable,1.0,1.0,21,29.0,2.0.26
107,org.apache.fontbox.ttf.KerningSubtable.PairData0Format0,1.0,2.0,6,9.0,2.0.26
108,org.apache.fontbox.ttf.KerningTable,2.0,1.0,12,12.0,2.0.26
109,org.apache.fontbox.ttf.MaximumProfileTable,2.0,1.0,35,32.0,2.0.26
110,org.apache.fontbox.ttf.MemoryTTFDataStream,2.0,2.0,23,19.0,2.0.26
111,org.apache.fontbox.ttf.NameRecord,1.0,2.0,17,16.0,2.0.26
112,org.apache.fontbox.ttf.NamingTable,2.0,1.0,31,30.0,2.0.26
113,org.apache.fontbox.ttf.OS2WindowsMetricsTable,2.0,1.0,80,73.0,2.0.26
114,org.apache.fontbox.ttf.OTFParser,2.0,7.0,21,12.0,2.0.26
115,org.apache.fontbox.ttf.OTLTable,2.0,0.0,2,1.0,2.0.26
116,org.apache.fontbox.ttf.OpenTypeFont,2.0,1.0,18,9.0,2.0.26
117,org.apache.fontbox.ttf.OpenTypeScript,1.0,1.0,37,21.0,2.0.26
118,org.apache.fontbox.ttf.PostScriptTable,2.0,1.0,38,40.0,2.0.26
119,org.apache.fontbox.ttf.RAFDataStream,2.0,2.0,24,13.0,2.0.26
120,org.apache.fontbox.ttf.RAFDataStreamTest,1.0,1.0,3,1.0,2.0.26
121,org.apache.fontbox.ttf.SubstitutingCmapLookup,1.0,1.0,8,3.0,2.0.26
122,org.apache.fontbox.ttf.TTCDataStream,2.0,2.0,20,11.0,2.0.26
123,org.apache.fontbox.ttf.TTFDataStream,1.0,8.0,33,20.0,2.0.26
124,org.apache.fontbox.ttf.TTFParser,1.0,1.0,66,47.0,2.0.26
125,org.apache.fontbox.ttf.TTFSubsetter,1.0,1.0,198,107.0,2.0.26
126,org.apache.fontbox.ttf.TTFSubsetterTest,1.0,6.0,55,11.0,2.0.26
127,org.apache.fontbox.ttf.TTFTable,1.0,6.0,11,11.0,2.0.26
128,org.apache.fontbox.ttf.TestCMapSubtable,1.0,1.0,11,1.0,2.0.26
129,org.apache.fontbox.ttf.TestMemoryTTFDataStream,3.0,1.0,6,2.0,2.0.26
130,org.apache.fontbox.ttf.TestTTFParser,1.0,2.0,24,4.0,2.0.26
131,org.apache.fontbox.ttf.TrueTypeCollection,1.0,1.0,23,15.0,2.0.26
132,org.apache.fontbox.ttf.TrueTypeFont,1.0,2.0,101,81.0,2.0.26
133,org.apache.fontbox.ttf.TrueTypeFontCollectionTest,1.0,1.0,4,1.0,2.0.26
134,org.apache.fontbox.ttf.VerticalHeaderTable,2.0,1.0,23,19.0,2.0.26
135,org.apache.fontbox.ttf.VerticalMetricsTable,2.0,1.0,12,12.0,2.0.26
136,org.apache.fontbox.ttf.VerticalOriginTable,2.0,1.0,12,6.0,2.0.26
137,org.apache.fontbox.ttf.WGL4Names,1.0,0.0,3,2.0,2.0.26
138,org.apache.fontbox.type1.DamagedFontException,4.0,0.0,2,1.0,2.0.26
139,org.apache.fontbox.type1.Token,1.0,3.0,13,11.0,2.0.26
140,org.apache.fontbox.type1.Type1Font,1.0,36.0,65,47.0,2.0.26
141,org.apache.fontbox.type1.Type1Lexer,1.0,1.0,42,67.0,2.0.26
142,org.apache.fontbox.type1.Type1LexerTest,1.0,1.0,23,9.0,2.0.26
143,org.apache.fontbox.type1.Type1Parser,1.0,1.0,53,143.0,2.0.26
144,org.apache.fontbox.util.BoundingBox,1.0,1.0,17,15.0,2.0.26
145,org.apache.fontbox.util.Charsets,1.0,0.0,2,1.0,2.0.26
146,org.apache.fontbox.util.autodetect.FontFileFinder,1.0,1.0,21,20.0,2.0.26
147,org.apache.fontbox.util.autodetect.MacFontDirFinder,2.0,1.0,2,1.0,2.0.26
148,org.apache.fontbox.util.autodetect.NativeFontDirFinder,1.0,1.0,7,4.0,2.0.26
149,org.apache.fontbox.util.autodetect.OS400FontDirFinder,2.0,1.0,2,1.0,2.0.26
150,org.apache.fontbox.util.autodetect.UnixFontDirFinder,2.0,1.0,2,1.0,2.0.26
151,org.apache.fontbox.util.autodetect.WindowsFontDirFinder,1.0,1.0,21,15.0,2.0.26
152,org.apache.pdfbox.ParallelParameterized,5.0,0.0,6,2.0,2.0.26
153,org.apache.pdfbox.ParallelParameterized.FixedThreadPoolScheduler,1.0,1.0,13,4.0,2.0.26
154,org.apache.pdfbox.contentstream.PDFGraphicsStreamEngine,2.0,14.0,16,2.0,2.0.26
155,org.apache.pdfbox.contentstream.PDFStreamEngine,1.0,5.0,173,93.0,2.0.26
156,org.apache.pdfbox.contentstream.operator.DrawObject,2.0,2.0,15,8.0,2.0.26
157,org.apache.pdfbox.contentstream.operator.MissingOperandException,4.0,0.0,3,1.0,2.0.26
158,org.apache.pdfbox.contentstream.operator.Operator,1.0,4.0,14,12.0,2.0.26
159,org.apache.pdfbox.contentstream.operator.OperatorName,1.0,0.0,1,1.0,2.0.26
160,org.apache.pdfbox.contentstream.operator.OperatorProcessor,1.0,4.0,7,6.0,2.0.26
161,org.apache.pdfbox.contentstream.operator.color.SetColor,2.0,2.0,11,4.0,2.0.26
162,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColor,3.0,2.0,8,4.0,2.0.26
163,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorN,4.0,1.0,1,1.0,2.0.26
164,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingColorSpace,2.0,2.0,10,4.0,2.0.26
165,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceCMYKColor,4.0,2.0,7,2.0,2.0.26
166,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceGrayColor,4.0,2.0,7,2.0,2.0.26
167,org.apache.pdfbox.contentstream.operator.color.SetNonStrokingDeviceRGBColor,4.0,2.0,7,2.0,2.0.26
168,org.apache.pdfbox.contentstream.operator.color.SetStrokingColor,3.0,2.0,8,4.0,2.0.26
169,org.apache.pdfbox.contentstream.operator.color.SetStrokingColorN,4.0,1.0,1,1.0,2.0.26
170,org.apache.pdfbox.contentstream.operator.color.SetStrokingColorSpace,2.0,2.0,10,4.0,2.0.26
171,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceCMYKColor,4.0,2.0,7,2.0,2.0.26
172,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceGrayColor,4.0,2.0,7,2.0,2.0.26
173,org.apache.pdfbox.contentstream.operator.color.SetStrokingDeviceRGBColor,4.0,2.0,7,2.0,2.0.26
174,org.apache.pdfbox.contentstream.operator.graphics.AppendRectangleToPath,3.0,2.0,9,4.0,2.0.26
175,org.apache.pdfbox.contentstream.operator.graphics.BeginInlineImage,3.0,2.0,7,3.0,2.0.26
176,org.apache.pdfbox.contentstream.operator.graphics.ClipEvenOddRule,3.0,2.0,3,2.0,2.0.26
177,org.apache.pdfbox.contentstream.operator.graphics.ClipNonZeroRule,3.0,2.0,3,2.0,2.0.26
178,org.apache.pdfbox.contentstream.operator.graphics.CloseAndStrokePath,3.0,2.0,3,2.0,2.0.26
179,org.apache.pdfbox.contentstream.operator.graphics.CloseFillEvenOddAndStrokePath,3.0,2.0,3,2.0,2.0.26
180,org.apache.pdfbox.contentstream.operator.graphics.CloseFillNonZeroAndStrokePath,3.0,2.0,3,2.0,2.0.26
181,org.apache.pdfbox.contentstream.operator.graphics.ClosePath,3.0,2.0,6,3.0,2.0.26
182,org.apache.pdfbox.contentstream.operator.graphics.CurveTo,3.0,2.0,13,5.0,2.0.26
183,org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateFinalPoint,3.0,2.0,9,4.0,2.0.26
184,org.apache.pdfbox.contentstream.operator.graphics.CurveToReplicateInitialPoint,3.0,2.0,15,5.0,2.0.26
185,org.apache.pdfbox.contentstream.operator.graphics.DrawObject,3.0,2.0,17,9.0,2.0.26
186,org.apache.pdfbox.contentstream.operator.graphics.EndPath,3.0,2.0,3,2.0,2.0.26
187,org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddAndStrokePath,3.0,2.0,3,2.0,2.0.26
188,org.apache.pdfbox.contentstream.operator.graphics.FillEvenOddRule,3.0,2.0,3,2.0,2.0.26
189,org.apache.pdfbox.contentstream.operator.graphics.FillNonZeroAndStrokePath,3.0,2.0,3,2.0,2.0.26
190,org.apache.pdfbox.contentstream.operator.graphics.FillNonZeroRule,3.0,2.0,3,2.0,2.0.26
191,org.apache.pdfbox.contentstream.operator.graphics.GraphicsOperatorProcessor,2.0,1.0,2,1.0,2.0.26
192,org.apache.pdfbox.contentstream.operator.graphics.LegacyFillNonZeroRule,4.0,1.0,1,1.0,2.0.26
193,org.apache.pdfbox.contentstream.operator.graphics.LineTo,3.0,2.0,12,6.0,2.0.26
194,org.apache.pdfbox.contentstream.operator.graphics.MoveTo,3.0,2.0,8,5.0,2.0.26
195,org.apache.pdfbox.contentstream.operator.graphics.ShadingFill,3.0,2.0,6,3.0,2.0.26
196,org.apache.pdfbox.contentstream.operator.graphics.StrokePath,3.0,2.0,3,2.0,2.0.26
197,org.apache.pdfbox.contentstream.operator.markedcontent.BeginMarkedContentSequence,2.0,2.0,3,4.0,2.0.26
198,org.apache.pdfbox.contentstream.operator.markedcontent.BeginMarkedContentSequenceWithProperties,2.0,2.0,3,5.0,2.0.26
199,org.apache.pdfbox.contentstream.operator.markedcontent.DrawObject,2.0,2.0,15,7.0,2.0.26
200,org.apache.pdfbox.contentstream.operator.markedcontent.EndMarkedContentSequence,2.0,2.0,3,2.0,2.0.26
201,org.apache.pdfbox.contentstream.operator.state.Concatenate,2.0,2.0,11,4.0,2.0.26
202,org.apache.pdfbox.contentstream.operator.state.EmptyGraphicsStackException,4.0,0.0,2,1.0,2.0.26
203,org.apache.pdfbox.contentstream.operator.state.Restore,2.0,2.0,5,3.0,2.0.26
204,org.apache.pdfbox.contentstream.operator.state.Save,2.0,2.0,3,2.0,2.0.26
205,org.apache.pdfbox.contentstream.operator.state.SetFlatness,2.0,2.0,9,4.0,2.0.26
206,org.apache.pdfbox.contentstream.operator.state.SetGraphicsStateParameters,2.0,2.0,12,5.0,2.0.26
207,org.apache.pdfbox.contentstream.operator.state.SetLineCapStyle,2.0,2.0,8,3.0,2.0.26
208,org.apache.pdfbox.contentstream.operator.state.SetLineDashPattern,2.0,2.0,11,8.0,2.0.26
209,org.apache.pdfbox.contentstream.operator.state.SetLineJoinStyle,2.0,2.0,8,3.0,2.0.26
210,org.apache.pdfbox.contentstream.operator.state.SetLineMiterLimit,2.0,2.0,8,3.0,2.0.26
211,org.apache.pdfbox.contentstream.operator.state.SetLineWidth,2.0,2.0,8,3.0,2.0.26
212,org.apache.pdfbox.contentstream.operator.state.SetMatrix,2.0,2.0,11,4.0,2.0.26
213,org.apache.pdfbox.contentstream.operator.state.SetRenderingIntent,2.0,2.0,9,4.0,2.0.26
214,org.apache.pdfbox.contentstream.operator.text.BeginText,2.0,2.0,6,2.0,2.0.26
215,org.apache.pdfbox.contentstream.operator.text.EndText,2.0,2.0,5,2.0,2.0.26
216,org.apache.pdfbox.contentstream.operator.text.MoveText,2.0,1.0,13,6.0,2.0.26
217,org.apache.pdfbox.contentstream.operator.text.MoveTextSetLeading,2.0,2.0,10,4.0,2.0.26
218,org.apache.pdfbox.contentstream.operator.text.NextLine,2.0,2.0,9,2.0,2.0.26
219,org.apache.pdfbox.contentstream.operator.text.SetCharSpacing,2.0,2.0,10,4.0,2.0.26
220,org.apache.pdfbox.contentstream.operator.text.SetFontAndSize,2.0,2.0,15,6.0,2.0.26
221,org.apache.pdfbox.contentstream.operator.text.SetTextHorizontalScaling,2.0,2.0,9,4.0,2.0.26
222,org.apache.pdfbox.contentstream.operator.text.SetTextLeading,2.0,2.0,9,4.0,2.0.26
223,org.apache.pdfbox.contentstream.operator.text.SetTextRenderingMode,2.0,2.0,11,5.0,2.0.26
224,org.apache.pdfbox.contentstream.operator.text.SetTextRise,2.0,2.0,8,4.0,2.0.26
225,org.apache.pdfbox.contentstream.operator.text.SetWordSpacing,2.0,2.0,8,4.0,2.0.26
226,org.apache.pdfbox.contentstream.operator.text.ShowText,2.0,2.0,7,5.0,2.0.26
227,org.apache.pdfbox.contentstream.operator.text.ShowTextAdjusted,2.0,2.0,6,5.0,2.0.26
228,org.apache.pdfbox.contentstream.operator.text.ShowTextLine,2.0,2.0,3,2.0,2.0.26
229,org.apache.pdfbox.contentstream.operator.text.ShowTextLineAndSpace,2.0,2.0,6,3.0,2.0.26
230,org.apache.pdfbox.cos.COSArray,2.0,3.0,67,67.0,2.0.26
231,org.apache.pdfbox.cos.COSBase,1.0,3.0,5,4.0,2.0.26
232,org.apache.pdfbox.cos.COSBoolean,2.0,3.0,12,11.0,2.0.26
233,org.apache.pdfbox.cos.COSDictionary,2.0,4.0,154,157.0,2.0.26
234,org.apache.pdfbox.cos.COSDictionaryTest,1.0,1.0,6,1.0,2.0.26
235,org.apache.pdfbox.cos.COSDocument,2.0,9.0,81,68.0,2.0.26
236,org.apache.pdfbox.cos.COSFloat,3.0,2.0,36,22.0,2.0.26
237,org.apache.pdfbox.cos.COSInputStream,3.0,2.0,21,11.0,2.0.26
238,org.apache.pdfbox.cos.COSInteger,3.0,5.0,17,16.0,2.0.26
239,org.apache.pdfbox.cos.COSName,2.0,3.0,25,18.0,2.0.26
240,org.apache.pdfbox.cos.COSNull,2.0,2.0,6,4.0,2.0.26
241,org.apache.pdfbox.cos.COSNumber,2.0,5.0,15,12.0,2.0.26
242,org.apache.pdfbox.cos.COSObject,2.0,5.0,20,19.0,2.0.26
243,org.apache.pdfbox.cos.COSObjectKey,1.0,1.0,13,14.0,2.0.26
244,org.apache.pdfbox.cos.COSObjectKeyTest,1.0,3.0,9,3.0,2.0.26
245,org.apache.pdfbox.cos.COSOutputStream,3.0,1.0,25,14.0,2.0.26
246,org.apache.pdfbox.cos.COSStream,3.0,2.0,54,42.0,2.0.26
247,org.apache.pdfbox.cos.COSString,2.0,4.0,40,25.0,2.0.26
248,org.apache.pdfbox.cos.PDFDocEncoding,1.0,1.0,16,13.0,2.0.26
249,org.apache.pdfbox.cos.PDFDocEncodingTest,1.0,2.0,10,4.0,2.0.26
250,org.apache.pdfbox.cos.TestCOSBase,3.0,3.0,12,4.0,2.0.26
251,org.apache.pdfbox.cos.TestCOSFloat,5.0,13.0,34,18.0,2.0.26
252,org.apache.pdfbox.cos.TestCOSFloat.AcceptTester,2.0,1.0,15,1.0,2.0.26
253,org.apache.pdfbox.cos.TestCOSFloat.BaseTester,1.0,1.0,8,4.0,2.0.26
254,org.apache.pdfbox.cos.TestCOSFloat.DoubleValueTester,2.0,1.0,6,1.0,2.0.26
255,org.apache.pdfbox.cos.TestCOSFloat.FloatValueTester,2.0,1.0,4,1.0,2.0.26
256,org.apache.pdfbox.cos.TestCOSFloat.HashCodeTester,2.0,1.0,7,1.0,2.0.26
257,org.apache.pdfbox.cos.TestCOSFloat.IntValueTester,2.0,1.0,4,1.0,2.0.26
258,org.apache.pdfbox.cos.TestCOSFloat.LongValueTester,2.0,1.0,4,1.0,2.0.26
259,org.apache.pdfbox.cos.TestCOSFloat.WritePDFTester,2.0,1.0,16,2.0,2.0.26
260,org.apache.pdfbox.cos.TestCOSInteger,5.0,10.0,34,18.0,2.0.26
261,org.apache.pdfbox.cos.TestCOSName,1.0,1.0,17,1.0,2.0.26
262,org.apache.pdfbox.cos.TestCOSNumber,4.0,7.0,18,3.0,2.0.26
263,org.apache.pdfbox.cos.TestCOSStream,3.0,1.0,32,11.0,2.0.26
264,org.apache.pdfbox.cos.TestCOSString,4.0,9.0,57,21.0,2.0.26
265,org.apache.pdfbox.cos.TestCOSUpdateInfo,1.0,1.0,9,1.0,2.0.26
266,org.apache.pdfbox.cos.UnmodifiableCOSDictionary,3.0,30.0,33,31.0,2.0.26
267,org.apache.pdfbox.debugger.PDFDebugger,6.0,2.0,284,165.0,2.0.26
268,org.apache.pdfbox.debugger.PDFDebugger.DocumentOpener,1.0,1.0,10,4.0,2.0.26
269,org.apache.pdfbox.debugger.colorpane.CSArrayBased,1.0,1.0,18,15.0,2.0.26
270,org.apache.pdfbox.debugger.colorpane.CSDeviceN,1.0,2.0,32,6.0,2.0.26
271,org.apache.pdfbox.debugger.colorpane.CSIndexed,1.0,2.0,37,6.0,2.0.26
272,org.apache.pdfbox.debugger.colorpane.CSSeparation,1.0,1.0,51,10.0,2.0.26
273,org.apache.pdfbox.debugger.colorpane.ColorBarCellRenderer,1.0,1.0,4,1.0,2.0.26
274,org.apache.pdfbox.debugger.colorpane.DeviceNColorant,1.0,3.0,7,7.0,2.0.26
275,org.apache.pdfbox.debugger.colorpane.DeviceNTableModel,2.0,2.0,9,13.0,2.0.26
276,org.apache.pdfbox.debugger.colorpane.IndexedColorant,1.0,2.0,13,7.0,2.0.26
277,org.apache.pdfbox.debugger.colorpane.IndexedTableModel,2.0,2.0,9,14.0,2.0.26
278,org.apache.pdfbox.debugger.flagbitspane.AnnotFlag,2.0,2.0,16,4.0,2.0.26
279,org.apache.pdfbox.debugger.flagbitspane.EncryptFlag,2.0,2.0,14,4.0,2.0.26
280,org.apache.pdfbox.debugger.flagbitspane.FieldFlag,2.0,1.0,12,15.0,2.0.26
281,org.apache.pdfbox.debugger.flagbitspane.Flag,1.0,4.0,4,1.0,2.0.26
282,org.apache.pdfbox.debugger.flagbitspane.FlagBitsPane,1.0,1.0,16,9.0,2.0.26
283,org.apache.pdfbox.debugger.flagbitspane.FlagBitsPaneView,1.0,1.0,19,4.0,2.0.26
284,org.apache.pdfbox.debugger.flagbitspane.FontFlag,2.0,2.0,15,4.0,2.0.26
285,org.apache.pdfbox.debugger.flagbitspane.PanoseFlag,2.0,5.0,31,16.0,2.0.26
286,org.apache.pdfbox.debugger.flagbitspane.SigFlag,2.0,2.0,8,4.0,2.0.26
287,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingPaneController,1.0,1.0,12,6.0,2.0.26
288,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView,1.0,2.0,30,7.0,2.0.26
289,org.apache.pdfbox.debugger.fontencodingpane.FontEncodingView.GlyphCellRenderer,1.0,1.0,37,8.0,2.0.26
290,org.apache.pdfbox.debugger.fontencodingpane.FontPane,1.0,2.0,8,3.0,2.0.26
291,org.apache.pdfbox.debugger.fontencodingpane.SimpleFont,2.0,3.0,25,7.0,2.0.26
292,org.apache.pdfbox.debugger.fontencodingpane.Type0Font,2.0,2.0,29,15.0,2.0.26
293,org.apache.pdfbox.debugger.fontencodingpane.Type3Font,2.0,3.0,64,17.0,2.0.26
294,org.apache.pdfbox.debugger.hexviewer.ASCIIPane,4.0,2.0,24,9.0,2.0.26
295,org.apache.pdfbox.debugger.hexviewer.AddressPane,4.0,1.0,17,9.0,2.0.26
296,org.apache.pdfbox.debugger.hexviewer.HexChangedEvent,1.0,2.0,3,3.0,2.0.26
297,org.apache.pdfbox.debugger.hexviewer.HexEditor,5.0,1.0,58,14.0,2.0.26
298,org.apache.pdfbox.debugger.hexviewer.HexModel,1.0,3.0,26,24.0,2.0.26
299,org.apache.pdfbox.debugger.hexviewer.HexModelChangedEvent,1.0,2.0,3,3.0,2.0.26
300,org.apache.pdfbox.debugger.hexviewer.HexPane,5.0,9.0,75,51.0,2.0.26
301,org.apache.pdfbox.debugger.hexviewer.HexView,1.0,1.0,18,5.0,2.0.26
302,org.apache.pdfbox.debugger.hexviewer.SelectEvent,1.0,2.0,3,3.0,2.0.26
303,org.apache.pdfbox.debugger.hexviewer.StatusPane,5.0,1.0,13,3.0,2.0.26
304,org.apache.pdfbox.debugger.hexviewer.UpperPane,5.0,1.0,11,3.0,2.0.26
305,org.apache.pdfbox.debugger.pagepane.PagePane,1.0,6.0,114,46.0,2.0.26
306,org.apache.pdfbox.debugger.pagepane.PagePane.RenderWorker,2.0,1.0,26,3.0,2.0.26
307,org.apache.pdfbox.debugger.streampane.OperatorMarker,1.0,1.0,11,3.0,2.0.26
308,org.apache.pdfbox.debugger.streampane.Stream,1.0,3.0,47,24.0,2.0.26
309,org.apache.pdfbox.debugger.streampane.StreamImageView,1.0,2.0,55,10.0,2.0.26
310,org.apache.pdfbox.debugger.streampane.StreamPane,1.0,2.0,50,18.0,2.0.26
311,org.apache.pdfbox.debugger.streampane.StreamPane.DocumentCreator,2.0,1.0,62,39.0,2.0.26
312,org.apache.pdfbox.debugger.streampane.StreamPaneView,1.0,1.0,13,4.0,2.0.26
313,org.apache.pdfbox.debugger.streampane.StreamTextView,1.0,3.0,32,11.0,2.0.26
314,org.apache.pdfbox.debugger.streampane.tooltip.ColorToolTip,1.0,4.0,13,6.0,2.0.26
315,org.apache.pdfbox.debugger.streampane.tooltip.FontToolTip,1.0,2.0,15,7.0,2.0.26
316,org.apache.pdfbox.debugger.streampane.tooltip.GToolTip,2.0,1.0,7,3.0,2.0.26
317,org.apache.pdfbox.debugger.streampane.tooltip.KToolTip,2.0,1.0,19,7.0,2.0.26
318,org.apache.pdfbox.debugger.streampane.tooltip.RGToolTip,2.0,1.0,7,3.0,2.0.26
319,org.apache.pdfbox.debugger.streampane.tooltip.SCNToolTip,2.0,1.0,15,5.0,2.0.26
320,org.apache.pdfbox.debugger.streampane.tooltip.ToolTipController,1.0,1.0,30,21.0,2.0.26
321,org.apache.pdfbox.debugger.stringpane.StringPane,1.0,3.0,19,7.0,2.0.26
322,org.apache.pdfbox.debugger.treestatus.TreeStatus,1.0,2.0,47,26.0,2.0.26
323,org.apache.pdfbox.debugger.treestatus.TreeStatusPane,1.0,1.0,29,9.0,2.0.26
324,org.apache.pdfbox.debugger.ui.ArrayEntry,1.0,3.0,6,6.0,2.0.26
325,org.apache.pdfbox.debugger.ui.DebugLog,1.0,4.0,21,25.0,2.0.26
326,org.apache.pdfbox.debugger.ui.DocumentEntry,1.0,2.0,12,5.0,2.0.26
327,org.apache.pdfbox.debugger.ui.ErrorDialog,6.0,4.0,63,23.0,2.0.26
328,org.apache.pdfbox.debugger.ui.FileOpenSaveDialog,1.0,1.0,17,13.0,2.0.26
329,org.apache.pdfbox.debugger.ui.HighResolutionImageIcon,1.0,1.0,5,4.0,2.0.26
330,org.apache.pdfbox.debugger.ui.ImageTypeMenu,2.0,1.0,18,19.0,2.0.26
331,org.apache.pdfbox.debugger.ui.ImageUtil,1.0,1.0,13,7.0,2.0.26
332,org.apache.pdfbox.debugger.ui.LogDialog,6.0,4.0,37,28.0,2.0.26
333,org.apache.pdfbox.debugger.ui.MapEntry,1.0,3.0,8,8.0,2.0.26
334,org.apache.pdfbox.debugger.ui.MenuBase,1.0,1.0,10,7.0,2.0.26
335,org.apache.pdfbox.debugger.ui.OSXAdapter,1.0,1.0,34,26.0,2.0.26
336,org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer,6.0,2.0,43,49.0,2.0.26
337,org.apache.pdfbox.debugger.ui.PDFTreeCellRenderer.OverlayIcon,2.0,1.0,8,4.0,2.0.26
338,org.apache.pdfbox.debugger.ui.PDFTreeModel,1.0,8.0,46,39.0,2.0.26
339,org.apache.pdfbox.debugger.ui.PageEntry,1.0,2.0,12,9.0,2.0.26
340,org.apache.pdfbox.debugger.ui.PrintDpiMenu,2.0,1.0,15,11.0,2.0.26
341,org.apache.pdfbox.debugger.ui.PrintDpiMenu.PrintDpiMenuItem,7.0,0.0,2,1.0,2.0.26
342,org.apache.pdfbox.debugger.ui.ReaderBottomPanel,5.0,2.0,16,4.0,2.0.26
343,org.apache.pdfbox.debugger.ui.RecentFiles,1.0,1.0,37,25.0,2.0.26
344,org.apache.pdfbox.debugger.ui.RenderDestinationMenu,2.0,1.0,18,16.0,2.0.26
345,org.apache.pdfbox.debugger.ui.RotationMenu,2.0,1.0,18,19.0,2.0.26
